actor_1_name,actor_2_name,actor_3_name,director_name,genres,movie_title
Viggo Mortensen,Joe Mantegna,Faye Dunaway,Kevin Spacey,Crime|Drama|Thriller,albino alligator
Akshaye Khanna,Bhoomika Chawla,Darshan Jariwala,Feroz Abbas Khan,Biography|Drama|History,"gandhi, my father"
Jeffrey Frost,Megan Ambuhl Graner,Ken Davis,Errol Morris,Crime|Documentary|War,standard operating procedure
Raymond Burr,Don Gordon,Jim Byrnes,Dennis Hopper,Drama,out of the blue
Katrina Bowden,Tyler Labine,Chelan Simmons,Eli Craig,Comedy|Horror,tucker and dale vs evil
Adam Scott,Ellen Burstyn,Martin Landau,Nicholas Fackler,Drama|Romance,"lovely, still"
Judith Anderson,Paul Fix,Laraine Day,Richard Wallace,Adventure|Drama|Romance,tycoon
Ethan Suplee,John Heard,Sara Gilbert,Morgan J. Freeman,Drama,desert blue
Meghan Ory,Marc Trottier,Corey Sevier,Matthew Hastings,Comedy|Horror|Sci-Fi,decoys
Ocean James,Patch Darragh,Olivia DeJonge,M. Night Shyamalan,Horror|Thriller,the visit
Mike Figueroa,Daniel Stewart Sherman,Kel O'Neill,Brian De Palma,Crime|Thriller|War,redacted
Adam Garcia,Jacqueline Bisset,Alice Evans,Klaus Menzel,Mystery|Romance|Thriller,fascination
Holly Hunter,Dylan Minnette,Bokeem Woodbine,unknown,Drama|Fantasy,saving grace            
Glenn Campbell,Sandra Staggs,Jelena Nik,Oren Peli,Horror|Sci-Fi|Thriller,area 51
Luis Tosar,Tony Corvillo,Marta Etura,Jaume Balagueró,Drama|Horror|Thriller,sleep tight
Dave Legeno,Doug Bradley,Georgia Groome,Paul Andrew Williams,Comedy|Crime|Horror|Thriller,the cottage
Henry Ian Cusick,Callum Blue,Shenae Grimes-Beech,Stephen Herek,Comedy|Drama|Fantasy,dead like me: life after death
Alyson Hannigan,John Stamos,Jim Belushi,Bob Saget,Animation|Comedy,farce of the penguins
Heather Locklear,Patricia Neal,Katie Leclerc,Jim Amatulli,Drama|Family|Music,flying by
Corbin Bernsen,Dulé Hill,Timothy Omundson,unknown,Comedy|Crime|Mystery,psych            
Billy Crudup,Felicity Huffman,David Adam Flannery,William H. Macy,Comedy|Drama|Music,rudderless
Chazz Palminteri,Cyndi Lauper,Danny Aiello,Barrett Esposito,Animation|Family,henry & me
Gary Cole,Jon Heder,Cheryl Hines,Mitch Davis,Comedy,christmas eve
Teri Polo,Esai Morales,Nicholas Gonzalez,Eric Bross,Crime|Drama|Thriller,we have your husband
Nicolas Cage,Irène Jacob,Tomiwa Edun,Paul Schrader,Drama|Thriller,dying of the light
James Frain,Sofia Black-D'Elia,Lisa Kay,Vicky Jewson,Action|Drama|Thriller|War,born of war
David Huddleston,Sam Waterston,Hal Holbrook,Peter Hyams,Action|Sci-Fi|Thriller,capricorn one
Michael Rapaport,Natasha Henstridge,Costas Mandylor,Marc Bennett,Comedy|Drama,should've been romeo
David Raizor,Cody Howard,Martin Kove,Mike Mayhall,Family,running forever
Johnny Depp,Haley Joel Osment,Natasha Lyonne,Kevin Smith,Comedy|Fantasy|Horror|Thriller,yoga hosers
Mikal Vega,Michael Dudikoff,Ed Quinn,Stanton Barrett,Action|Horror,navy seals vs. zombies
Julia Jentsch,Ivan Barnev,Milan Lasica,Jirí Menzel,Comedy|Drama|Romance|War,i served the king of england
Udo Kier,Moritz Bleibtreu,Birol Ünel,Fatih Akin,Comedy|Drama,soul kitchen
Robert Duvall,Dwight Yoakam,J.T. Walsh,Billy Bob Thornton,Drama,sling blade
Isaac Hempstead Wright,Imelda Staunton,Joseph Mawle,Nick Murphy,Horror|Thriller,the awakening
Jay Hernandez,Takashi Miike,Rick Hoffman,Eli Roth,Horror,hostel
Steve Coogan,Shirley Henderson,Dylan Moran,Michael Winterbottom,Comedy|Drama,tristram shandy: a cock and bull story
Katy Mixon,Shea Whigham,Robert Longstreet,Jeff Nichols,Drama|Thriller,take shelter
Alex Rocco,Lukas Haas,Katherine Helmond,Frank LaLoggia,Fantasy|Horror|Mystery|Thriller,lady in white
Rupert Grint,Julie Walters,Tamsin Egerton,Jeremy Brock,Comedy|Drama,driving lessons
Donald Faison,Greg Grunberg,Dagmara Dominczyk,Scott Foley,Comedy|Crime,let's kill ward's wife
Bill Johnson,Lou Perryman,Jim Siedow,Tobe Hooper,Comedy|Horror,the texas chainsaw massacre 2
James Coburn,Bob Dylan,Jason Robards,Sam Peckinpah,Biography|Drama|Romance|Western,pat garrett & billy the kid
Ryan Gosling,Kristin Scott Thomas,Yayaying Rhatha Phongam,Nicolas Winding Refn,Crime|Drama,only god forgives
Denis Lavant,Isild Le Besco,Emmanuelle Bercot,Christophe Ali,Drama,camping sauvage
Maria Conchita Alonso,Kate del Castillo,Camryn Manheim,Gabriela Tagliavini,Comedy,without men
Bhama,Diganth,Dileep Raj,Shekar,Comedy|Romance,barfi
Gerard Butler,Sharon Small,Jack McElhone,Shona Auerbach,Drama|Romance,dear frankie
Keith Carradine,Gary Farmer,Stephen McHattie,Leonard Farlinger,Western,all hat
Sara Forestier,Jacques Gamblin,Zinedine Soualem,Michel Leclerc,Comedy|Drama|Romance,the names of love
Zoë Kravitz,Douglas Smith,Kim Ly,Analeine Cal y Mayor,Comedy|Drama,treading water
Eddie Redmayne,Elena Anaya,Stephen Dillane,Tom Kalin,Drama,savage grace
William Kircher,Matthew Sunderland,Paul Glover,Robert Sarkies,Crime|Drama,out of the blue
Steve Guttenberg,Bubba Smith,Michael Winslow,Hugh Wilson,Comedy,police academy
Brooke Shields,Christopher Atkins,Leo McKern,Randal Kleiser,Adventure|Drama|Romance,the blue lagoon
Kristin Scott Thomas,James Fleet,Simon Callow,Mike Newell,Comedy|Drama|Romance,four weddings and a funeral
Jennifer Jason Leigh,Judge Reinhold,Vincent Schiavelli,Amy Heckerling,Comedy|Drama,fast times at ridgemont high
Royal Dano,Richard Basehart,James Robertson Justice,John Huston,Adventure|Drama,moby dick
Philip Seymour Hoffman,Rosario Dawson,Aaron Stanford,Spike Lee,Drama,25th hour
Dan Fogler,Indiana Evans,KaDee Strickland,unknown,Crime|Drama,secrets and lies            
Christopher Meloni,Kevin Michael Richardson,Peter Spellos,Lana Wachowski,Crime|Drama|Romance|Thriller,bound
Ellen Burstyn,Mark Margolis,Louise Lasser,Darren Aronofsky,Drama,requiem for a dream
Dana Andrews,Jeanne Crain,Frank McHugh,Walter Lang,Musical|Romance,state fair
Mía Maestro,Juan Luis Galiardo,Miguel Ángel Solá,Carlos Saura,Drama|Musical,tango
Jim Belushi,John Savage,Juan Fernández,Oliver Stone,Drama|History|Thriller|War,salvador
Alex Kendrick,Sarah Drew,Patricia Heaton,Andrew Erwin,Comedy,moms' night out
Jake Gyllenhaal,Mary McDonnell,James Duval,Richard Kelly,Drama|Sci-Fi|Thriller,donnie darko
Jaime Camil,Gerardo Taracena,Joaquín Cosio,Beto Gómez,Adventure|Comedy|Western,saving private perez
Jan Decleir,Fedja van Huêt,Hans Kesting,Mike van Diem,Crime|Drama|Mystery,character
Patrick Fugit,Nicholas Gonzalez,Debbie Harry,Jonas Åkerlund,Comedy|Crime|Drama,spun
Rich Pecci,Shirley Henderson,Charlotte Rampling,Todd Solondz,Comedy|Drama,life during wartime
Min-sik Choi,Yeong-ae Lee,Hye-jeong Kang,Chan-wook Park,Crime|Drama,lady vengeance
Nicolas Giraud,Clovis Fouin,Marie Féret,René Féret,Biography|Drama|Music|Romance,mozart's sister
Jason Statham,Jason Flemyng,Danny Dyer,Barry Skolnick,Comedy|Drama|Sport,mean machine
Simon Yam,Anthony Chau-Sang Wong,Josie Ho,Johnnie To,Action|Crime|Thriller,exiled
Sam Shepard,Dominique McElligott,Stephen Rea,Mateo Gil,Action|Adventure|Western,blackthorn
Oksana Akinshina,Artyom Bogucharskiy,Lyubov Agapova,Lukas Moodysson,Crime|Drama,lilya 4-ever
Liam Neeson,Josh Charles,Chandler Canterbury,Agnieszka Wojtowicz-Vosloo,Drama|Horror|Mystery|Thriller,after.life
Jimmy Shergill,Sana Saeed,Dimple Kapadia,Kabir Sadanand,Drama|Thriller,fugly
Scatman Crothers,Michael Berryman,Louise Fletcher,Milos Forman,Drama,one flew over the cuckoo's nest
Katherine McNamara,Dove Cameron,Braeden Lemasters,Peter DeLuise,Comedy,r.l. stine's monsterville: the cabinet of souls
Sid Caesar,Dom DeLuise,Bernadette Peters,Mel Brooks,Comedy|Romance,silent movie
Nimrat Kaur,Sameer Ali Khan,Purab Kohli,Raja Menon,Action|Drama|History|Thriller|War,airlift
Zack Ward,Jonathan Crombie,Megan Follows,unknown,Drama|Family,anne of green gables            
Michael Jai White,Michael J. Morris,Lateef Crowder,Ernie Barbarash,Action|Adventure,falcon rising
Hayley Atwell,Ray Winstone,Alan Ford,Nick Love,Action|Crime|Drama,the sweeney
Ray Winstone,James Fox,Amanda Redman,Jonathan Glazer,Crime|Thriller,sexy beast
Fabian Bolin,Fares Fares,Matias Varela,Daniel Espinosa,Action|Crime|Drama|Thriller,easy money
Keisha Castle-Hughes,Rawiri Paratene,Tammy Davis,Niki Caro,Drama|Family,whale rider
Vidya Balan,Abhishek Bachchan,Paresh Rawal,R. Balki,Comedy|Drama,paa
Yangzom Brauen,Claude-Oliver Rudolph,Anna Katharina Schwabroh,Ivan Engler,Mystery|Sci-Fi|Thriller,cargo
Hugh Jackman,Cara Delevingne,Nonso Anozie,Joe Wright,Adventure|Family|Fantasy,pan
Lucas Grabeel,Corbin Bleu,Olesya Rulin,Kenny Ortega,Comedy|Drama|Family|Music|Musical|Romance,high school musical
Dorian Missick,Daniella Alonso,Ellen Barkin,unknown,Crime|Drama,animal kingdom            
Jason Priestley,Maury Chaykin,Danny Webb,Richard Kwietniowski,Comedy|Drama,love and death on long island
Konstantin Khabenskiy,Aleksey Chadov,Zhanna Friske,Timur Bekmambetov,Fantasy|Thriller,night watch
Jim Broadbent,Miranda Richardson,Stephen Rea,Neil Jordan,Crime|Drama|Romance|Thriller,the crying game
Art Hindle,Susan Clark,Tony Ganios,Bob Clark,Comedy,porky's
Julian Richings,Shawn Roberts,Kathleen Munroe,George A. Romero,Horror,survival of the dead
Judith O'Dea,Duane Jones,S. William Hinzman,George A. Romero,Drama|Horror|Mystery,night of the living dead
Scarlett Johansson,Bill Murray,Catherine Lambert,Sofia Coppola,Drama,lost in translation
Woody Allen,Carol Kane,Shelley Duvall,Woody Allen,Comedy|Romance,annie hall
Gloria Grahame,Dorothy Lamour,Cornel Wilde,Cecil B. DeMille,Drama|Family|Romance,the greatest show on earth
Christian Bale,María Valverde,Ben Mendelsohn,Ridley Scott,Action|Adventure|Drama,exodus: gods and kings
Heath Ledger,Peter Boyle,Marcus Lyle Brown,Marc Forster,Drama|Romance,monster's ball
Joely Richardson,J.D. Evermore,David A Cole,Henry Hobson,Drama|Horror,maggie
Nicolas Cage,Valeria Golino,Julian Sands,Mike Figgis,Drama|Romance,leaving las vegas
Molly C. Quinn,Lara Flynn Boyle,Lochlyn Munro,Duane Journey,Comedy|Horror,hansel & gretel get baked
Linnea Quigley,Clu Gulager,Beverly Randolph,Dan O'Bannon,Comedy|Horror|Sci-Fi,the return of the living dead
Austin Pendleton,Harold Gould,David Wayne,Billy Wilder,Comedy|Drama|Romance,the front page
Ryan Guzman,Hill Harper,Adam Hicks,Rob Cohen,Mystery|Thriller,the boy next door
Gina Lollobrigida,Katy Jurado,Sidney James,Carol Reed,Drama|Romance,trapeze
Holly Hunter,Dylan Minnette,Bokeem Woodbine,unknown,Drama|Fantasy,saving grace            
Josh Hutcherson,Mia Wasikowska,Yaya DaCosta,Lisa Cholodenko,Comedy|Drama,the kids are all right
Meg Foster,Peter Jason,George 'Buck' Flower,John Carpenter,Horror|Sci-Fi|Thriller,they live
James Coburn,Donald Pleasence,Gordon Jackson,John Sturges,Adventure|Drama|History|Thriller|War,the great escape
Marlee Matlin,Elaine Hendrix,Armin Shimerman,William Arntz,Comedy|Documentary|Drama|Fantasy|Mystery|Sci-Fi,what the #$*! do we (k)now!?
Muse Watson,Spencer Treat Clark,Ashley Bell,Ed Gass-Donnelly,Drama|Horror|Thriller,the last exorcism part ii
Ellar Coltrane,Lorelei Linklater,Libby Villari,Richard Linklater,Drama,boyhood
Scarlett Johansson,Kevin McNally,Geoff Bell,Woody Allen,Comedy|Crime|Mystery,scoop
Cary-Hiroyuki Tagawa,Estella Warren,Erick Avari,Tim Burton,Action|Adventure|Sci-Fi|Thriller,planet of the apes
Angell Conwell,Dr. Dre,DJ Pooh,DJ Pooh,Comedy,the wash
Mo'Nique,Mike Epps,Faizon Love,DJ Pooh,Comedy,3 strikes
Estella Warren,Paul Sorvino,Shawn Hatosy,Wayne Kramer,Crime|Drama|Fantasy|Romance,the cooler
Montgomery Clift,Kevin McCarthy,Thelma Ritter,John Huston,Drama|Romance|Western,the misfits
Robin Williams,Joe Morton,Rory Culkin,Patrick Stettner,Crime|Mystery|Thriller,the night listener
Vincent Pastore,William Hickey,Peter Appel,James Melkonian,Comedy|Crime,the jerky boys
Frank Grillo,Emily Meade,Zena Grey,Wes Craven,Horror|Mystery|Thriller,my soul to take
Geraldine Chaplin,Belén Rueda,Fernando Cayo,J.A. Bayona,Drama|Mystery|Thriller,the orphanage
Ashley Rickards,Essence Atkins,Gabriel Iglesias,Michael Tiddes,Comedy|Fantasy,a haunted house 2
Ian Somerhalder,Faye Dunaway,Clifton Collins Jr.,Roger Avary,Comedy|Drama|Romance,the rules of attraction
Roscoe Lee Browne,John Vernon,Philippe Noiret,Alfred Hitchcock,Drama|Thriller,topaz
Dylan Baker,Chi McBride,Amy Hill,Bob Odenkirk,Comedy|Crime,let's go to prison
Salma Hayek,Alicia Witt,Lili Taylor,Allison Anders,Comedy|Fantasy,four rooms
Jeremy Davies,Stephen McHattie,Lesley Ann Warren,Steven Shainberg,Comedy|Drama|Romance,secretary
Laura Ramsey,Alan Taylor,Benjamin Fletcher,Rick de Oliveira,Documentary,the real cancun
Michael Wincott,Zach Grenier,Bill Johnson,Oliver Stone,Drama,talk radio
Catherine O'Hara,Fred Willard,Larry Miller,Christopher Guest,Comedy,waiting for guffman
Ivana Milicevic,Tyra Banks,Bridgette Wilson-Sampras,Jeff Franklin,Comedy,love stinks
Philip Baker Hall,Aaron Hughes,Jayne Eastwood,John Dahl,Comedy|Crime|Romance|Thriller,you kill me
Kelli Garner,Lou Taylor Pucci,Nancy O'Dell,Mike Mills,Comedy|Drama,thumbsucker
Anna Gunn,Michael Angarano,Stephen Root,Kevin Smith,Action|Crime|Horror|Thriller,red state
Stephanie Leonidas,Gina McKee,Rob Brydon,Dave McKean,Adventure|Fantasy,mirrormask
Collin Alfredo St. Dic,Balinese Tari Legong Dancers,Puti Sri Candra Dewi,Ron Fricke,Documentary|Music,samsara
Michael Berryman,Eva LaRue,Richard Lynch,Ruggero Deodato,Adventure|Fantasy,the barbarians
Michael Angarano,Blair Underwood,Rita Wilson,Gavin Wiesen,Drama|Romance,the art of getting by
Ray Winstone,Alexandra Breckenridge,Elena Satine,Mora Stephens,Drama|Thriller,zipper
Chazz Palminteri,Ricky Schroder,Ernie Reyes Jr.,Mars Callahan,Drama|Thriller,poolhall junkies
Kelly Macdonald,Saffron Burrows,Julian Sands,Mike Figgis,Drama,the loss of sexual innocence
Kylie Minogue,Leos Carax,Denis Lavant,Leos Carax,Drama|Fantasy,holy motors
Nicolas Cage,Tye Sheridan,Ronnie Gene Blevins,David Gordon Green,Drama,joe
Peter McNamara,Dan Futterman,Ralph Ineson,Stefan Schwartz,Comedy|Crime|Romance,shooting fish
Viggo Mortensen,Lane Smith,Hal Landon Jr.,Renny Harlin,Crime|Drama|Horror|Thriller,prison
Lauren Ambrose,Kathleen Robertson,Beth Broderick,Robert Lee King,Comedy|Horror|Mystery,psycho beach party
Craig Ferguson,Frances Fisher,Mary McCormack,Kevin Allen,Comedy,the big tease
Hector Kotsifakis,Adriana Barraza,Arcelia Ramírez,Jorge Ramírez Suárez,Drama,"buen día, ramón"
Noah Emmerich,Jordan Trovillion,Zoe Levin,David Schwimmer,Crime|Drama|Thriller,trust
Anna Friel,Brían F. O'Byrne,Pauline McLynn,Barry Levinson,Comedy,an everlasting piece
Rachel Griffiths,Alan Williams,Rob Jarvis,Sam Miller,Comedy|Romance,among giants
Robin Wright,Naomi Watts,Ben Mendelsohn,Anne Fontaine,Drama|Romance,adore
Salma Hayek,Danny Arroyo,Olivia d'Abo,Dan Ireland,Comedy|Drama|Romance,the velocity of gary
Luis Tosar,Enrique Villén,Aida Folch,Fernando León de Aranoa,Comedy|Drama,mondays in the sun
Connor Paolo,Michael Cerveris,Nick Damici,Jim Mickle,Drama|Horror|Sci-Fi,stake land
Doug Brochu,Tiffany Thornton,Brandon Mychal Smith,unknown,Comedy|Family|Romance,sonny with a chance            
Keanu Reeves,Marg Helgenberger,Gretchen Mol,Stephen Kay,Biography|Drama,the last time i committed suicide
Wagner Moura,Clemens Schick,Jesuíta Barbosa,Karim Aïnouz,Drama,futuro beach
George Kennedy,Ezra Miller,Demi Moore,Sam Levinson,Comedy|Drama,another happy day
Ed Speleers,Eamonn Walker,Sean Harris,Julian Gilbey,Action|Adventure|Crime|Thriller,a lonely place to die
David Hewlett,Angelo Tsarouchas,Marie-Josée Croze,Vincenzo Natali,Comedy|Fantasy,nothing
Konstantin Khabenskiy,Elena Lyadova,Eugenia Khirivskaya,Aleksandr Veledinskiy,Adventure|Drama,the geographer drank his globe away
Blythe Danner,Ken Howard,Howard Caine,Peter H. Hunt,Drama|Family|History|Musical,1776
Saad Siddiqui,Bonnie Lee Bouman,Fadia Nadda,Ruba Nadda,Drama|Mystery|Romance|Thriller,inescapable
Jean Harlow,Marian Marsh,James Hall,Howard Hughes,Drama|War,hell's angels
Debra Messing,Rosemarie DeWitt,Peter Jacobson,Edward Burns,Comedy|Drama|Romance,purple violets
Lily Rabe,Shannon Woodward,Kira McLean,Phil Joanou,Horror,the veil
Robin McLeavy,Jessica McNamee,Victoria Thaine,Sean Byrne,Horror|Thriller,the loved ones
Kristen Quintrall,Rachel Sterling,Black Thomas,Chris Stokes,Horror,no vacancy
Eric Mabius,Gina Holden,Brooke D'Orsay,Mark Griffiths,Comedy|Romance,how to fall in love
Rachel Hendrix,Cheryl Ladd,Diana Vickers,Bruce Macdonald,Adventure|Biography|Drama|Romance,the perfect wave
Morgan Freeman,Ayelet Zurer,Moises Arias,Timur Bekmambetov,Adventure|Drama|History,ben-hur
Robert Shaw,Susannah York,Paul Scofield,Fred Zinnemann,Biography|Drama|History,a man for all seasons
Robert Duvall,Faye Dunaway,William Holden,Sidney Lumet,Drama|Romance,network
Hattie McDaniel,George Reeves,Thomas Mitchell,Victor Fleming,Drama|History|Romance|War,gone with the wind
Tom Cullen,Reece Ritchie,Marama Corlett,Richard Raymond,Biography|Drama,desert dancer
James Coburn,Slim Pickens,Warren Oates,Sam Peckinpah,Adventure|War|Western,major dundee
Snoop Dogg,Laz Alonso,Nicholas Gonzalez,Alan Jacobs,Drama,down for life
Keenan Wynn,Howard Keel,Betty Hutton,George Sidney,Biography|Comedy|Musical|Romance|Western,annie get your gun
Kayvan Novak,Riz Ahmed,Alex Macqueen,Christopher Morris,Comedy|Crime|Drama,four lions
Fernanda Montenegro,Seu Jorge,Fernanda Torres,Andrucha Waddington,Drama,house of sand
Michael Kelly,Tony Nappo,Charlotte Sullivan,Peter Stebbings,Comedy|Crime|Drama,defendor
Gladys Cooper,Reginald Owen,Ellen Ross,Vincente Minnelli,Adventure|Comedy|Musical|Romance,the pirate
Alice Olivia Clarke,Susan Blommaert,Stephen Henderson,Dagur Kári,Drama,the good heart
Dominic Cooper,Russell Tovey,James Corden,Nicholas Hytner,Comedy|Drama,the history boys
Liam Neeson,Frank Langella,Aidan Quinn,Jaume Collet-Serra,Action|Mystery|Thriller,unknown
David Ogden Stiers,Jamie Farr,Mike Farrell,unknown,Comedy|Drama|War,m*a*s*h            
Brenda Vaccaro,Barnard Hughes,John McGiver,John Schlesinger,Drama,midnight cowboy
Tom Wilkinson,Mark Addy,Lesley Sharp,Peter Cattaneo,Comedy|Drama|Music,the full monty
Peter Graves,Lloyd Bridges,Barbara Billingsley,Jim Abrahams,Comedy,airplane!
Michael Jai White,Max Ryan,Jon Osbeck,Kevin Carraway,Action|Thriller,chain of command
Nia Long,John Witherspoon,Tony Cox,F. Gary Gray,Comedy|Drama,friday
Jada Pinkett Smith,Larenz Tate,Khandi Alexander,Albert Hughes,Crime|Drama|Thriller,menace ii society
Ta'Rhonda Jones,Gabourey Sidibe,Malik Yoba,unknown,Drama|Music,empire            
George Kennedy,Holt McCallany,Dorothy Lamour,Michael Gornick,Comedy|Fantasy|Horror|Thriller,creepshow 2
Slim Pickens,Jason Robards,L.Q. Jones,Sam Peckinpah,Comedy|Drama|Romance|Western,the ballad of cable hogue
John Forsythe,Robert Blake,Will Geer,Richard Brooks,Biography|Crime|Drama|History,in cold blood
Colleen Dewhurst,Peter Finch,Beatrice Straight,Fred Zinnemann,Drama,the nun's story
Janet Leigh,Robert Wagner,Shelley Winters,Jack Smight,Action|Crime|Drama|Mystery|Thriller,harper
Bernard Cribbins,Jean Marsh,Clive Swift,Alfred Hitchcock,Thriller,frenzy
Julian Richings,Kate Dickie,Ralph Ineson,Robert Eggers,Horror|Mystery,the witch
Joe Estevez,Master P,Anthony Johnson,Michael Martin,Comedy,i got the hook up
John Mahoney,Frank Vincent,Michael McGlone,Edward Burns,Comedy|Drama|Romance,she's the one
Brendan Fraser,Lynn Redgrave,Kevin J. O'Connor,Bill Condon,Biography|Drama,gods and monsters
Ricardo Darín,Soledad Villamil,Guillermo Francella,Juan José Campanella,Drama|Mystery|Thriller,the secret in their eyes
Greg Nicotero,John Amplas,Joseph Pilato,George A. Romero,Horror,day of the dead
Gideon Emery,Gloria Votsis,Derek Magyar,Gideon Raff,Horror|Thriller,train
Ted Raimi,Dan Hicks,Kassie Wesley DePaiva,Sam Raimi,Comedy|Fantasy|Horror|Thriller,evil dead ii
Wanda Sykes,J.B. Smoove,Robert Vaughn,Louis C.K.,Action|Adventure|Comedy|Musical,pootie tang
Ian Ziering,John Heard,Cassandra Scerbo,Anthony C. Ferrante,Horror,sharknado
Elpidia Carrillo,Zaide Silvia Gutiérrez,Damián Delgado,Salvador Carrasco,Drama|History,la otra conquista
Otto Jespersen,Johanna Mørck,Glenn Erland Tosterud,André Øvredal,Comedy|Drama|Fantasy|Horror,trollhunter
Frances Conroy,Fred Willard,Kevin Sussman,Robert Cary,Comedy|Romance,ira & abby
Will Forte,Nicholas Braun,Rosemarie DeWitt,Akiva Schaffer,Action|Comedy|Sci-Fi,the watch
